Class-Section,"Professor, Name      ",Class Name,Location,Meeting Dates,Book Name,ISBN,CRN
COM 390 -002,"Klobucar, Philip      ", ELECTRONIC WRITING WORKSHOP,CULM 315,R- 01:00 PM - 03:50 PM,,,11649
CPT 310 -102,"Lubliner, David      ", COMPUTER DESIGN FUNDAMENTALS,GITC 2315C,M- 05:45 PM - 09:50 PM,,,11650
CPT 315 -452,"Washah, Sal      ", COMPUTER ARCHITECTURE,, -,,,11651
CPT 325 -102,"Lubliner,       ", MEDICAL INFORMATICS TECHNOLOGY,GITC 2400,S- 09:00 AM - 10:50 AM,,,11652
CPT 330 -102,"Aslam, Ersal      ", SOFTWARE WEB APPLICATIONS I,GITC 2315B,F- 05:45 PM - 09:35 PM,,,11653
CPT 330 -452,"Aslam, Ersal      ", SOFTWARE WEB APPLICATIONS I,, -,,,11654
CPT 335 -102,"Patel, Tushar      ", NETWORK APPLICATIONS I,MALL PC40,W- 05:45 PM - 09:35 PM,,,11655
CPT 341 -102,"Tereshkovich, William      ", VISUAL BASIC .NET,MALL PC39,R- 05:45 PM - 09:35 PM,,,11656
CPT 341 -452,"Tereshkovich, William      ", VISUAL BASIC .NET,, -,,,11657
CPT 373 -102,, WEB APP DEVELOPMENT FOR MOBILE,,M- 05:45 PM - 09:35 PM,,,11658
CPT 373 -452,"Nasello, Daniel      ", WEB APP DEVELOPMENT FOR MOBILE,, -,,,11659
CPT 395 -358,"Lubliner, David      ", COOP WORK EXPERIENCE I,, -,,,11660
CPT 401 -002,"Lubliner,       ", SENIOR PROJECT,MALL PC36,R- 08:30 AM - 10:35 AM,,,11661
CPT 425 -102,"Lubliner,       ", MEDICAL INFORMATICS TECH II,MALL PC37,S- 11:10 AM - 01:00 PM,,,11662
CPT 430 -102,, SOFTWARE WEB APPLICATIONS II,,R- 05:45 PM - 09:35 PM,,,11663
CPT 430 -452,"Soltis, Jolanta      ", SOFTWARE WEB APPLICATIONS II,, -,,,11664
CPT 435 -102,"Patel, Narendra      ", NETWORK APPLICATIONS II,MALL PC39,M- 05:45 PM - 09:35 PM,,,11665
CS 100 -002,"Dass, Ananya      ", ROADMAP TO COMPUTING,GITC 2315B,TF- 10:00 AM - 11:20 AM,,,11666
CS 100 -004,"Itani, Abdul-Rahman      ", ROADMAP TO COMPUTING,FENS 160,TR- 11:30 AM - 12:50 PM,,,11667
CS 100 -006,"Jiang, Haodi      ", ROADMAP TO COMPUTING,GITC 2315B,WF- 01:00 PM - 02:20 PM,,,11668
CS 100 -008,"Watson, Connor      ", ROADMAP TO COMPUTING,FENS 160,TR- 04:00 PM - 05:20 PM,,,11669
CS 100 -010,"Dass, Ananya      ", ROADMAP TO COMPUTING,GITC 2400,TF- 02:30 PM - 03:50 PM,,,11670
CS 100 -012,"Itani, Abdul-Rahman      ", ROADMAP TO COMPUTING,GITC 2400,TR- 04:00 PM - 05:20 PM,,,11671
CS 100 -014,"Spirollari, Junilda      ", ROADMAP TO COMPUTING,GITC 2315C,WF- 10:00 AM - 11:20 AM,,,11672
CS 100 -102,"Constantin, Ian      ", ROADMAP TO COMPUTING,GITC 2315B,R- 06:00 PM - 08:50 PM,,,11673
CS 100 -104,"Naik, Abhishek      ", ROADMAP TO COMPUTING,GITC 2315B,W- 06:00 PM - 08:50 PM,,,11674
CS 100 -106,"Watson, Connor      ", ROADMAP TO COMPUTING,GITC 2315C,T- 06:00 PM - 08:50 PM,,,11675
CS 100 -108,"Ackerman, Ryan      ", ROADMAP TO COMPUTING,FENS 160,M- 06:00 PM - 08:50 PM,,,11676
CS 100 -110,"Rathbone, Adam      ", ROADMAP TO COMPUTING,GITC 2315B,M- 06:00 PM - 08:50 PM,,,11677
CS 100 -112,"Chern, Ulenn      ", ROADMAP TO COMPUTING,FENS 160,T- 06:00 PM - 08:50 PM,,,15925
CS 100 -HS1,"Constantin, Ian      ", ROADMAP TO COMPUTING,MALL PC40,S- 09:00 AM - 12:00 PM,,,15969
CS 100 -SBP,"Naik, Abhishek      ", ROADMAP TO COMPUTING,GITC 2315B,W- 06:00 PM - 08:50 PM,,,15919
CS 101 -002,"Hung, Daochuan      ", COMP PROG & PROB SOLVING,KUPF 117GITC 2315A,"F- 02:30 PM - 03:50 PM
T-10:00 AM - 11:20 AM",,,11678
CS 101 -004,"Hung, Daochuan      ", COMP PROG & PROB SOLVING,KUPF 117GITC 2315A,"F- 02:30 PM - 03:50 PM
M-02:30 PM - 03:50 PM",,,11679
CS 101 -006,"Hung, Daochuan      ", COMP PROG & PROB SOLVING,KUPF 117GITC 2315A,"F- 02:30 PM - 03:50 PM
M-01:00 PM - 02:20 PM",,,11680
CS 101 -008,"Rutkowski, Wallace      ", COMP PROG & PROB SOLVING,CULM LECT 2GITC 2315C,"F- 10:00 AM - 11:20 AM
M-10:00 AM - 11:20 AM",,,11681
CS 101 -010,"Rutkowski, Wallace      ", COMP PROG & PROB SOLVING,CULM LECT 2GITC 2400,"F- 10:00 AM - 11:20 AM
T-10:00 AM - 11:20 AM",,,11682
CS 101 -012,"Rutkowski, Wallace      ", COMP PROG & PROB SOLVING,CULM LECT 2GITC 2315B,"F- 10:00 AM - 11:20 AM
M-11:30 AM - 12:50 PM",,,11683
CS 101 -014,"Shih, Frank      ", COMP PROG & PROB SOLVING,GITC 1100GITC 2315A,"F- 02:30 PM - 03:50 PM
W-01:00 PM - 02:20 PM",,,11684
CS 101 -016,"Shih, Frank      ", COMP PROG & PROB SOLVING,GITC 1100GITC 2315B,"F- 02:30 PM - 03:50 PM
M-10:00 AM - 11:20 AM",,,11685
CS 101 -018,"Shih, Frank      ", COMP PROG & PROB SOLVING,GITC 1100GITC 2315A,"F- 02:30 PM - 03:50 PM
M-11:30 AM - 12:50 PM",,,11686
CS 101 -102,"Ding, Xiaoning      ", COMP PROG & PROB SOLVING,GITC 2315A,T- 06:00 PM - 08:50 PM,,,11687
